peak,gene,distance_to_TSS,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr16-85428901-85429790,Cyyr1,123606,0.00125301718307963,2.63825460219479,0.025,0.004,1
chr9-46392545-46393396,4930448E22Rik,63131,0.00125301718307963,2.58049298155887,0.025,0.004,1
chr2-109182725-109183616,Gm24115,34026,0.00125821534535497,2.55323704455125,0.025,0.004,1
chr5-65002704-65003655,Mir574,32385,0.00125821534535497,2.53392383539812,0.025,0.004,1
chr1-140173179-140174030,Cfh,9733,0.00126343341178794,2.56587135367227,0.025,0.004,1
chrX-102643811-102644726,Phka1,0,0.00126343341178794,2.54943845332421,0.025,0.004,1
chr2-64771642-64772566,Gm13578,96021,0.00126867145123872,2.60925598989494,0.025,0.004,1
chr3-62458024-62458923,Dhx36,48080,0.00126867145123872,2.5506803437935,0.025,0.004,1
chr6-137959813-137960747,Gm24308,39841,0.00126867145123872,2.55520577665025,0.025,0.004,1
chr9-107601688-107602667,RP23-456B9.23,4612,0.00126867145123872,2.63857760571762,0.025,0.004,1
chr11-22956572-22957492,Zrsr1,15722,0.00127392953277484,2.52401455119967,0.025,0.004,1
chr11-109068686-109069580,Gm24149,1595,0.00127392953277484,2.53443378329534,0.025,0.004,1
chr16-97788568-97789366,Ripk4,24830,0.00127392953277484,2.47086003576359,0.025,0.004,1
chr3-144519637-144520576,Hs2st1,49604,0.00127392953277484,2.56502923047568,0.025,0.004,1
chrX-164381726-164382614,Figf,8347,0.00127392953277484,2.50388586355955,0.025,0.004,1
chr3-133502669-133503554,Tet2,40835,0.00127656570453449,2.58710107159108,0.025,0.004,1
chr10-51631028-51631926,Gprc6a,0,0.00127920772567176,2.52931989113405,0.025,0.004,1
chr11-54214524-54215380,4933405E24Rik,1238,0.00127920772567176,2.5052320299368,0.025,0.004,1
chr3-27462764-27463643,Ghsr,91412,0.00127920772567176,2.4749313503334,0.025,0.004,1
chr9-16231376-16232297,Fat3,145933,0.00127920772567176,2.45512317833088,0.025,0.004,1
chr1-121448256-121449283,Ccdc93,17206,0.00128450609941329,2.48445847913903,0.025,0.004,1
chr13-107279534-107280466,Apoo-ps,134300,0.00128450609941329,2.48369583477002,0.025,0.004,1
chr15-84680548-84681421,Prr5,10927,0.00128450609941329,2.49561854556208,0.025,0.004,1
chr17-34038235-34039146,Col11a2,290,0.00128450609941329,2.46422318013617,0.025,0.004,1
chr18-36669878-36670793,Eif4ebp3,5817,0.00128450609941329,2.49257205084537,0.025,0.004,1
chr2-106037959-106038760,Gm29053,1735,0.00128450609941329,2.49701461918439,0.025,0.004,1
chr6-6245340-6246191,Gm20619,2467,0.00128450609941329,2.46628969036075,0.025,0.004,1
chr1-107481157-107482048,Serpinb2,29374,0.00128615009073902,1.59344994774514,0.05,0.015,1
chr2-181364816-181365741,Zgpat,0,0.00128716246662872,2.5133232712343,0.025,0.004,1
chr1-157075905-157076715,Gm28694,21870,0.00128982472369214,2.44640325553112,0.025,0.004,1
chr11-60454193-60455057,Drg2,0,0.00128982472369214,2.51795046005715,0.025,0.004,1
chr16-17625176-17626087,Smpd4,5821,0.00128982472369214,2.48202752235287,0.025,0.004,1
chr2-92486306-92486933,Gm13814,2379,0.00128982472369214,2.39746983673557,0.025,0.004,1
chr2-152011563-152012441,Slc52a3,15051,0.00128982472369214,2.4293873376167,0.025,0.004,1
chr3-152092223-152093096,Gm16198,60350,0.00128982472369214,2.49569231742601,0.025,0.004,1
chr4-151026615-151027574,Per3,17090,0.00128982472369214,2.39842970941083,0.025,0.004,1
chr5-41165728-41166526,Rab28,541628,0.00128982472369214,2.4549921425815,0.025,0.004,1
chr6-59015849-59016750,Fam13a,7798,0.00128982472369214,2.38414741462778,0.025,0.004,1
chr7-30218860-30219766,Polr2i,12181,0.00128982472369214,2.50521641540101,0.025,0.004,1
chr1-57789482-57790435,Spats2l,15319,0.00129516366841042,2.42418213505976,0.025,0.004,1
chr13-115450896-115451933,Gm25985,334768,0.00129516366841042,2.47174272460569,0.025,0.004,1
chr14-8327343-8328192,Fam107a,9319,0.00129516366841042,2.44837933833493,0.025,0.004,1
chr14-55161008-55161886,Gm23596,0,0.00129516366841042,2.39751181940423,0.025,0.004,1
chr8-86820551-86821385,N4bp1,63872,0.00129516366841042,2.46855947299558,0.025,0.004,1
chr9-90240373-90241233,Gm16200,18747,0.00129516366841042,2.4275960823838,0.025,0.004,1
chr9-108832136-108833043,Celsr3,5815,0.00129516366841042,2.52847437144968,0.025,0.004,1
chr12-66679264-66680165,Gm23826,117891,0.00130052300368014,2.54470831704591,0.025,0.004,1
chr18-23162233-23163112,Gm22495,15138,0.00130052300368014,2.43805773854392,0.025,0.004,1
chr2-106982247-106983133,Arl14ep,7822,0.00130052300368014,2.38559382198963,0.025,0.004,1
chr3-5349101-5349975,2700069I18Rik,128259,0.00130052300368014,2.41142245744235,0.025,0.004,1
chr4-31924217-31925110,Map3k7,38986,0.00130052300368014,2.42267294530746,0.025,0.004,1
chr4-74231193-74232053,Gm11405,2995,0.00130052300368014,2.37120744008152,0.025,0.004,1
chr6-110668138-110669070,Gm20387,22221,0.00130052300368014,2.4115185019361,0.025,0.004,1
chrX-83740230-83741175,Gm22580,204198,0.00130052300368014,2.4632527264703,0.025,0.004,1
chr11-74831816-74832732,Mnt,895,0.0013034959730024,1.64428247619047,0.05,0.015,1
chr1-57751545-57752509,Spats2l,21652,0.0013059027998237,2.29894950017754,0.025,0.004,1
chr1-131548262-131549208,Fam72a,20358,0.0013059027998237,2.41550731446031,0.025,0.004,1
chr13-113429403-113430319,Gm22385,26314,0.0013059027998237,2.34186744208044,0.025,0.004,1
chr15-31661541-31662364,Fam173b,59688,0.0013059027998237,2.24488801260263,0.025,0.004,1
chr16-78316588-78317521,Cxadr,15091,0.0013059027998237,2.36013843467502,0.025,0.004,1
chr2-105687409-105688177,Pax6os1,17078,0.0013059027998237,2.353173675577,0.025,0.004,1
chr3-122293628-122294397,Mir760,0,0.0013059027998237,2.25724907646508,0.025,0.004,1
chr8-122139362-122140315,Gm22,129253,0.0013059027998237,2.47145329340019,0.025,0.004,1
chr1-134745389-134746304,RP24-541A5.3,55680,0.00131130312737443,2.20810202576857,0.025,0.004,1
chr10-36549125-36550011,Hs3st5,42310,0.00131130312737443,2.42400865864986,0.025,0.004,1
chr16-42782138-42783055,4932412D23Rik,92706,0.00131130312737443,2.43672658344007,0.025,0.004,1
chr7-82338886-82339798,Adamtsl3,3191,0.00131130312737443,2.34790782780164,0.025,0.004,1
chrX-71555535-71556283,Hmgb3,0,0.00131130312737443,2.40648594978788,0.025,0.004,1
chr16-23135210-23136133,Rfc4,7472,0.00131672405707707,2.37302545748998,0.025,0.004,1
chr17-56693376-56694367,Ranbp3,20150,0.00131672405707707,2.24884243553954,0.025,0.004,1
chr7-132474771-132475638,Oat,100759,0.00131672405707707,2.2859229904151,0.025,0.004,1
chrX-155144482-155145401,Gm25429,4585,0.00131672405707707,2.35181274937634,0.025,0.004,1
chr10-14056658-14057567,Gm26835,49252,0.0013221656598883,2.32120953004656,0.025,0.004,1
chr14-122106672-122107500,A330035P11Rik,0,0.0013221656598883,2.35657965060115,0.025,0.004,1
chr18-46947195-46948121,Commd10,10740,0.0013221656598883,2.27770777822226,0.025,0.004,1
chr19-46305459-46306191,Nfkb2,721,0.0013221656598883,2.26492766393558,0.025,0.004,1
chr19-56029056-56030123,Ppnr,187383,0.0013221656598883,2.37946140953644,0.025,0.004,1
chr3-6864491-6865272,Gm22074,111995,0.0013221656598883,2.32700876911543,0.025,0.004,1
chr3-49867638-49868541,RP24-111E3.3,86750,0.0013221656598883,2.2675866933066,0.025,0.004,1
chr6-149057600-149058452,Gm22578,4976,0.0013221656598883,2.22866180180528,0.025,0.004,1
chr14-17815859-17816810,Gm24140,68322,0.00132762800697721,2.27082309587054,0.025,0.004,1
chr7-136488730-136489626,Gm24444,19706,0.00132762800697721,2.33066509303021,0.025,0.004,1
chr8-93058907-93059797,Ces1a,10714,0.00132762800697721,2.29606370677806,0.025,0.004,1
chr19-16593058-16593959,Gna14,157390,0.00133311116972586,2.1364579156368,0.025,0.004,1
chr6-6087811-6088795,1700019G24Rik,110417,0.00133311116972586,2.27551464394958,0.025,0.004,1
chr17-56626574-56627491,Lonp1,0,0.00133861521972976,2.3029298001892,0.025,0.004,1
chr8-52533233-52534073,Gm25813,196127,0.00133861521972976,2.18233672281902,0.025,0.004,1
chr7-83695696-83696200,2310044K18Rik,36120,0.0013496862689557,2.01269518254967,0.025,0.004,1
chr3-155234655-155235540,RP24-284N8.2,41182,0.00138676169535624,2.00283175333555,0.038,0.009,1
chr3-108200240-108201158,Cyb561d1,53,0.00139090225013428,1.98972193928887,0.038,0.009,1
chr12-56587499-56588353,C87198,2705,0.00139921758140101,1.97895237303777,0.038,0.009,1
chr5-91198371-91199272,Gm23092,18731,0.00139921758140101,1.98950362646772,0.038,0.009,1
chr19-30554259-30555182,Dkk1,4593,0.00141177655793171,1.92512587156723,0.038,0.009,1
chr9-63123792-63124665,Gm25064,8617,0.00142020686096279,1.98756416112759,0.038,0.009,1
chr3-79808834-79809691,Gm26420,25241,0.00145007974470281,1.84848808532973,0.038,0.009,1
chr7-102686791-102687694,Trim68,0,0.00145976542168534,1.27594905389823,0.082,0.032,1
chr1-107242946-107243772,Gm15390,10517,0.00146305882239613,1.85461946152961,0.038,0.009,1
chr17-26972664-26973566,Zbtb9,0,0.00146305882239613,1.86736981839453,0.038,0.009,1
chr16-23982122-23982995,RP23-274H19.2,3852,0.0014634727221906,3.18643402255439,0.019,0.002,1
chr8-12757549-12758180,Atp11a,534,0.0014634727221906,3.26811886878013,0.019,0.002,1
chr1-181021965-181022910,RP23-390I1.5,0,0.00147098735057355,3.13962911572773,0.019,0.002,1
chr12-100939278-100940116,A630072L19Rik,1625,0.00147098735057355,3.4140735306227,0.019,0.002,1
chr12-111653232-111654121,Ckb,18216,0.00147098735057355,3.25268867035757,0.019,0.002,1
chr7-126649087-126650006,Ccdc101,0,0.00147177092813694,1.79277479155674,0.038,0.009,1
chr10-102713256-102714160,Rassf9,201033,0.00147853752228131,3.13911172569383,0.019,0.002,1
chr12-102501778-102502676,Golga5,32643,0.00147853752228131,3.21221270986942,0.019,0.002,1
chr13-21279311-21280166,Gpx5,12564,0.00147853752228131,3.15567468684051,0.019,0.002,1
chr16-66730926-66731833,Gm20469,40658,0.00147853752228131,3.13245219956251,0.019,0.002,1
chrX-93888388-93889222,Supt20-ps,32739,0.00147853752228131,3.17431074357795,0.019,0.002,1
chr1-4142060-4142875,RP23-177A20.1,117643,0.00148612338873004,3.12018679776257,0.019,0.002,1
chr1-74797205-74798105,Wnt10a,5688,0.00148612338873004,3.04485079666473,0.019,0.002,1
chr1-107242154-107242791,Gm15390,11498,0.00148612338873004,3.25422751247641,0.019,0.002,1
chr1-174594833-174595672,Fmn2,93007,0.00148612338873004,3.11855246008503,0.019,0.002,1
chr15-69921860-69922842,Gm23987,236153,0.00148612338873004,2.98540688940566,0.019,0.002,1
chr15-77398490-77399399,Apol7a,0,0.00148612338873004,3.09524543209999,0.019,0.002,1
chr17-11241954-11242836,RP23-355B17.1,6507,0.00148612338873004,3.04879557192169,0.019,0.002,1
chr18-22112095-22112896,Ccdc178,58499,0.00148612338873004,3.1460570383575,0.019,0.002,1
chr3-45523963-45524808,RP23-388A19.4,78293,0.00148612338873004,3.03742549586285,0.019,0.002,1
chr12-68526813-68527869,n-R5s61,73100,0.00149374510189422,2.9724442534079,0.019,0.002,1
chr13-109547448-109548300,AC161585.1,139921,0.00149374510189422,3.05134932110951,0.019,0.002,1
chr18-82625339-82626337,Gm10524,65946,0.00149374510189422,3.14407516914942,0.019,0.002,1
chr3-96579877-96580765,Gm16253,2892,0.00149374510189422,3.13628194483793,0.019,0.002,1
chr5-74205248-74206174,Rasl11b,9959,0.00149374510189422,3.09837899129896,0.019,0.002,1
chr6-6374981-6375783,Gm8652,22713,0.00149374510189422,3.14712515940717,0.019,0.002,1
chr7-105787361-105788257,Dchs1,0,0.00149374510189422,3.05063984092128,0.019,0.002,1
chrX-111553397-111554278,Rps6ka6,15437,0.00149374510189422,3.15947691113325,0.019,0.002,1
chr17-3570532-3571385,Tfb1m,12818,0.00150140208496418,2.93886707743136,0.019,0.002,1
chr1-87906158-87906997,RP24-398O5.2,8617,0.00150140281430827,2.963914280483,0.019,0.002,1
chr1-87929537-87930454,RP24-398O5.2,31996,0.00150140281430827,3.05087446737213,0.019,0.002,1
chr1-171118139-171118916,1700009P17Rik,4220,0.00150140281430827,3.00185215806698,0.019,0.002,1
chr10-40141795-40142701,Slc16a10,0,0.00150140281430827,2.99182332083752,0.019,0.002,1
chr10-122018265-122019165,Srgap1,28149,0.00150140281430827,3.02441964455584,0.019,0.002,1
chr11-73107185-73108089,Itgae,16601,0.00150140281430827,3.04566704200303,0.019,0.002,1
chr16-45413381-45414090,Gm5406,1800,0.00150140281430827,2.86743430530922,0.019,0.002,1
chr16-58738981-58739905,Gm27564,9778,0.00150140281430827,3.0274325532733,0.019,0.002,1
chr17-27881329-27882235,Uhrf1bp1,24838,0.00150140281430827,2.97553993375184,0.019,0.002,1
chr17-61570713-61571382,Gm5496,210139,0.00150140281430827,3.0223101802408,0.019,0.002,1
chr5-46622810-46623666,Gm7931,208465,0.00150140281430827,2.94843898007406,0.019,0.002,1
chr5-110835738-110836520,Hscb,3256,0.00150140281430827,2.95404589989942,0.019,0.002,1
chr8-23727714-23728717,Zmat4,91694,0.00150140281430827,2.96231214208624,0.019,0.002,1
chr9-11714105-11715105,Cntn5,809329,0.00150140281430827,3.0416650151205,0.019,0.002,1
chr9-18040776-18041629,Chordc1,250637,0.00150140281430827,3.01425551181542,0.019,0.002,1
chr9-106531632-106532444,Iqcf5,17058,0.00150140281430827,2.93699515255102,0.019,0.002,1
chrX-6253792-6254703,Bmp15,66017,0.00150140281430827,3.08918722884195,0.019,0.002,1
chr6-58542709-58543573,Gm20672,30437,0.00150146800228896,2.35794415170522,0.031,0.007,1
chr7-118765887-118766690,9030624J02Rik,25660,0.00150524448716188,2.88335923574174,0.019,0.002,1
chr1-92359969-92360817,Gm29099,35458,0.00150909667906822,2.8792812379643,0.019,0.002,1
chr10-82984987-82985872,Chst11,0,0.00150909667906822,2.91622446238614,0.019,0.002,1
chr11-114198178-114199014,1700092K14Rik,0,0.00150909667906822,2.96438170531738,0.019,0.002,1
chr12-67128830-67129701,Mdga2,92847,0.00150909667906822,2.94556600605875,0.019,0.002,1
chr12-95113397-95114252,Gm26055,264698,0.00150909667906822,2.99098733880715,0.019,0.002,1
chr13-24337648-24338486,Gm11342,304,0.00150909667906822,2.84591110684689,0.019,0.002,1
chr13-91392400-91393317,A830009L08Rik,4314,0.00150909667906822,2.98711326525891,0.019,0.002,1
chr13-102744955-102745732,1700099I09Rik,14522,0.00150909667906822,2.98850405178238,0.019,0.002,1
chr15-30512842-30513693,Gm23956,76593,0.00150909667906822,3.05845389178957,0.019,0.002,1
chr17-86236641-86237552,2010106C02Rik,49625,0.00150909667906822,2.95831424200792,0.019,0.002,1
chr18-17986176-17987065,Gm26235,112494,0.00150909667906822,2.86441665056389,0.019,0.002,1
chr2-12883184-12884007,Pter,40033,0.00150909667906822,2.90827101261914,0.019,0.002,1
chr2-80356503-80357346,Gm13752,37550,0.00150909667906822,2.9315995940646,0.019,0.002,1
chr4-11545820-11546581,Rad54b,12340,0.00150909667906822,2.85044287828018,0.019,0.002,1
chr6-114071224-114072017,Atp2b2,28610,0.00150909667906822,2.90999259053392,0.019,0.002,1
chr7-135792722-135793456,Mki67,76342,0.00150909667906822,2.98037495487056,0.019,0.002,1
chr8-47810726-47811704,Cldn24,10438,0.00150909667906822,2.86348968015443,0.019,0.002,1
chr8-60644902-60645829,Mfap3l,12074,0.00150909667906822,2.79422681054064,0.019,0.002,1
chr9-122886485-122887420,Zkscan7,1050,0.00150909667906822,2.84213968171433,0.019,0.002,1
chr13-28959302-28960182,Sox4,5588,0.00151157014610838,1.71838107028869,0.038,0.009,1
chr1-37546977-37547831,Mgat4a,5960,0.0015168268498333,2.68666644564633,0.019,0.002,1
chr10-15832002-15832894,Gm23892,847331,0.0015168268498333,2.90226816300369,0.019,0.002,1
chr10-64396123-64396823,Gm23854,91378,0.0015168268498333,2.85196124339078,0.019,0.002,1
chr11-48837283-48838019,Gm12184,10627,0.0015168268498333,2.90518891264776,0.019,0.002,1
chr12-81402057-81402922,Hspe1-ps2,2244,0.0015168268498333,2.82840845482188,0.019,0.002,1
chr14-62132403-62133260,Gm26969,71091,0.0015168268498333,2.70681126334419,0.019,0.002,1
chr14-79077090-79077991,Zfp957,169377,0.0015168268498333,2.81789538679936,0.019,0.002,1
chr19-12475159-12476063,Mpeg1,14379,0.0015168268498333,2.88271805019777,0.019,0.002,1
chr3-18770454-18771179,RP23-10I23.1,17376,0.0015168268498333,2.79100654332649,0.019,0.002,1
chr8-99093716-99094607,Gm24693,21252,0.0015168268498333,2.94879698550891,0.019,0.002,1
chr9-107982055-107982969,Gm20661,88,0.0015168268498333,2.84061598376471,0.019,0.002,1
chr9-120866435-120867320,1700020M21Rik,47931,0.0015168268498333,2.97081671754248,0.019,0.002,1
chr1-153039790-153040682,Gm28960,48824,0.00152459348082761,2.8948290181318,0.019,0.002,1
chr10-61277717-61278612,Adamts14,4278,0.00152459348082761,2.80414307872695,0.019,0.002,1
chr12-75280161-75281043,Rhoj,27278,0.00152459348082761,2.82440736808044,0.019,0.002,1
chr18-16713150-16714062,Gm15485,14670,0.00152459348082761,2.66644721617479,0.019,0.002,1
chr18-44419003-44419921,Dcp2,38502,0.00152459348082761,2.81615997900546,0.019,0.002,1
chr18-83606933-83607823,Gm24720,251568,0.00152459348082761,2.67403189220917,0.019,0.002,1
chr19-56664087-56664926,Adrb1,57445,0.00152459348082761,2.55553222647261,0.019,0.002,1
chr2-108705763-108706602,Gm13914,27599,0.00152459348082761,2.9282997187763,0.019,0.002,1
chr2-137086749-137087559,Jag1,29084,0.00152459348082761,2.75314874401015,0.019,0.002,1
chr2-163951473-163952384,Rims4,32789,0.00152459348082761,2.69363257670816,0.019,0.002,1
chr3-107731564-107732531,Csf1,27937,0.00152459348082761,2.78721455409735,0.019,0.002,1
chr3-140716872-140717737,Gm6214,121899,0.00152459348082761,2.79222565645705,0.019,0.002,1
chr4-6815094-6816025,Gm11802,126924,0.00152459348082761,2.64966935469358,0.019,0.002,1
chr5-12562004-12562943,Sema3d,178837,0.00152459348082761,2.66945592726405,0.019,0.002,1
chr5-15652045-15652895,4930572O03Rik,4163,0.00152459348082761,2.83236307913819,0.019,0.002,1
chr7-140153180-140154111,Sprn,765,0.00152459348082761,2.82026153097927,0.019,0.002,1
chr8-35211798-35212644,Rpl31-ps23,78265,0.00152459348082761,2.77389631252716,0.019,0.002,1
chr9-111204695-111205643,Gm24860,39223,0.00152459348082761,2.80999994487141,0.019,0.002,1
chr7-140821384-140822276,Zfp941,0,0.00153229576345408,2.20487038655875,0.031,0.007,1
chr1-125854286-125855179,Lypd1,57921,0.00153239672684176,2.7777464829514,0.019,0.002,1
chr1-176990509-176991537,RP23-293I7.7,16272,0.00153239672684176,2.6502958906715,0.019,0.002,1
chr10-127030335-127031291,Tsfm,0,0.00153239672684176,2.77924886426744,0.019,0.002,1
chr11-121770356-121771235,Gm12589,31871,0.00153239672684176,2.80435688199307,0.019,0.002,1
chr12-34529891-34530744,Hdac9,1001,0.00153239672684176,2.71972489350784,0.019,0.002,1
chr13-40433131-40433968,Ofcc1,145119,0.00153239672684176,2.63923600401743,0.019,0.002,1
chr16-30187792-30188590,1700025H01Rik,6480,0.00153239672684176,2.70252330152679,0.019,0.002,1
chr16-33009925-33010828,n-R5s33,8021,0.00153239672684176,2.66810912416808,0.019,0.002,1
chr16-86474952-86475770,Gm25715,369699,0.00153239672684176,2.76699472065276,0.019,0.002,1
chr16-90623792-90624672,Gm23406,21295,0.00153239672684176,2.65365944022286,0.019,0.002,1
chr2-76984194-76985002,Ttn,1646,0.00153239672684176,2.66261063748036,0.019,0.002,1
chr3-9449234-9450278,RP23-143K19.1,45889,0.00153239672684176,2.76398334821417,0.019,0.002,1
chr4-45472781-45473688,Gm22518,26863,0.00153239672684176,2.74629036845423,0.019,0.002,1
chr4-83673647-83674515,Cbx3-ps3,26568,0.00153239672684176,2.76823318958086,0.019,0.002,1
chr6-31604603-31605530,Gm13847,0,0.00153239672684176,2.68370023185991,0.019,0.002,1
chr7-112170044-112170961,Dkk3,10986,0.00153239672684176,2.61095383440121,0.019,0.002,1
chr8-40176867-40177873,Micu3,129584,0.00153239672684176,2.79847672575718,0.019,0.002,1
chr8-48701423-48702137,Gm19744,141527,0.00153239672684176,2.79441826268351,0.019,0.002,1
chrX-72644289-72645202,Gabra3,11645,0.00153239672684176,2.6733251824315,0.019,0.002,1
chr15-27759739-27760625,Fam105a,78196,0.00153631138562482,2.74562687120934,0.019,0.002,1
chr2-147454572-147455404,Gm14109,51309,0.00153749004471872,2.27535457079442,0.031,0.007,1
chr5-90202812-90203575,Cox18,20425,0.00153749004471872,2.21399411621382,0.031,0.007,1
chr8-47743157-47744046,n-R5s96,23910,0.00153749004471872,2.22460907824423,0.031,0.007,1
chr8-116504453-116505271,Dynlrb2,0,0.00153749004471872,2.18026744344,0.031,0.007,1
chr1-59316528-59317409,Cdk15,59621,0.00154023674323453,2.66913788554931,0.019,0.002,1
chr1-138152292-138153167,RP23-361M12.2,14515,0.00154023674323453,2.60876837738514,0.019,0.002,1
chr1-165251814-165252718,Tiprl,14817,0.00154023674323453,2.75702550812786,0.019,0.002,1
chr10-94378021-94378881,Gm16155,30009,0.00154023674323453,2.66087882850985,0.019,0.002,1
chr11-35837979-35838849,Rars,3472,0.00154023674323453,2.6269978482652,0.019,0.002,1
chr11-65254908-65255972,Myocd,14016,0.00154023674323453,2.77208035230686,0.019,0.002,1
chr14-45400415-45401008,Gm25353,3951,0.00154023674323453,2.62981445639101,0.019,0.002,1
chr17-54332069-54332896,Slc5a7,33034,0.00154023674323453,2.73066363586744,0.019,0.002,1
chr18-64927721-64928635,Nedd4l,39964,0.00154023674323453,2.59139029638504,0.019,0.002,1
chr3-27615338-27616222,Mir3092,30342,0.00154023674323453,2.6497477370131,0.019,0.002,1
chr3-106955432-106956310,Kcna3,79851,0.00154023674323453,2.63564551487646,0.019,0.002,1
chr4-74396563-74397453,A230083N12Rik,144848,0.00154023674323453,2.60918093913445,0.019,0.002,1
chr4-134372148-134372978,Extl1,10871,0.00154023674323453,2.63864072285001,0.019,0.002,1
chr6-15662566-15663442,Mdfic,57218,0.00154023674323453,2.71873943706293,0.019,0.002,1
chr7-44501544-44502415,Fam71e1,4955,0.00154023674323453,2.51498336686549,0.019,0.002,1
chr8-14440814-14441728,Gm26184,167502,0.00154023674323453,2.74423903019882,0.019,0.002,1
chr8-45920936-45921810,Ccdc110,12808,0.00154023674323453,2.75545285586649,0.019,0.002,1
chr8-49696282-49697054,4930555F03Rik,325395,0.00154023674323453,2.50971206365569,0.019,0.002,1
chrX-102504889-102505705,Hdac8,0,0.00154023674323453,2.68562088717069,0.019,0.002,1
chr1-194838987-194839839,Mir3962,16985,0.00154270053850648,2.17830677361757,0.031,0.007,1
chr17-32829757-32830599,Zfp799,7556,0.00154270053850648,2.20459967384212,0.031,0.007,1
chr8-77473114-77473962,0610038B21Rik,43093,0.00154792729036097,2.27081925101655,0.031,0.007,1
chr8-102738889-102739750,Gm26301,6404,0.00154792729036097,2.24816882484661,0.031,0.007,1
chr1-157086029-157086842,Tex35,21837,0.00154811368593448,2.63729010014748,0.019,0.002,1
chr11-94726987-94727876,Cdc34-ps,13905,0.00154811368593448,2.66412329802014,0.019,0.002,1
chr13-78998457-78999319,Gm25383,162399,0.00154811368593448,2.61985429600007,0.019,0.002,1
chr2-106260944-106261834,Gm14013,3472,0.00154811368593448,2.48961723513481,0.019,0.002,1
chr4-27996066-27996996,Tpm3-rs2,0,0.00154811368593448,2.5105736135166,0.019,0.002,1
chr4-132958908-132959724,Fgr,14370,0.00154811368593448,2.66867364486815,0.019,0.002,1
chr5-100553856-100554637,Plac8,17607,0.00154811368593448,2.68967292709312,0.019,0.002,1
chr7-99774044-99774822,F730035P03Rik,6716,0.00154811368593448,2.66154810205469,0.019,0.002,1
chr7-121213764-121214681,Otoa,130441,0.00154811368593448,2.75469695545291,0.019,0.002,1
chrX-142553924-142554795,Gm4995,20053,0.00154811368593448,2.680265154898,0.019,0.002,1
chr4-33208799-33209683,Srsf12,0,0.00155317034593641,2.19181172677229,0.031,0.007,1
chr6-51580050-51580950,Gm22914,40681,0.00155317034593641,2.14985389074121,0.031,0.007,1
chr1-128739040-128739993,Gm29599,10932,0.00155602771144165,2.68320179882721,0.019,0.002,1
chr10-120130411-120131279,Helb,17423,0.00155602771144165,2.44158874895982,0.019,0.002,1
chr13-38714708-38715595,Eef1e1,55679,0.00155602771144165,2.68074779785847,0.019,0.002,1
chr15-30480476-30481348,Gm23956,108938,0.00155602771144165,2.66578752750921,0.019,0.002,1
chr18-23752121-23752719,Gm15972,0,0.00155602771144165,2.46388692251701,0.019,0.002,1
chr18-69198135-69198947,Gm23536,24014,0.00155602771144165,2.58730927135539,0.019,0.002,1
chr4-85267434-85268334,Gm12413,21671,0.00155602771144165,2.47348080868755,0.019,0.002,1
chr6-23122333-23123229,Aass,9756,0.00155602771144165,2.55594327233923,0.019,0.002,1
chr6-120482998-120483862,Cecr6,9944,0.00155602771144165,2.40146287529684,0.019,0.002,1
chr9-20492347-20493184,Zfp426,0,0.00155602771144165,2.4001265298875,0.019,0.002,1
chr9-84685817-84686692,Gm26126,36320,0.00155602771144165,2.6875733081344,0.019,0.002,1
chr9-91227762-91228612,Gm29602,11746,0.00155602771144165,2.45837892108595,0.019,0.002,1
chr9-119101990-119102813,Dlec1,0,0.00155602771144165,2.42804163293285,0.019,0.002,1
chr1-36492114-36493031,RP23-294I17.4,18161,0.00155842975099779,2.12932603730479,0.031,0.007,1
chr4-120909472-120910397,Gm24678,6011,0.00155842975099779,2.14160426273128,0.031,0.007,1
chr13-12473504-12474421,Lgals8,8559,0.0015599369052171,1.43971098825207,0.063,0.021,1
chr5-24260832-24261715,Gm9836,4009,0.00156370555142113,2.14041053605035,0.031,0.007,1
chr12-44268678-44269590,Pnpla8,47307,0.00156469779917695,1.43528988108741,0.063,0.021,1
chr1-133961377-133962307,Gm1627,0,0.00156899779319367,2.14316682096296,0.031,0.007,1
chr17-84008916-84009796,RP23-127L4.1,7259,0.00156899779319367,2.17330767764255,0.031,0.007,1
chr14-50930644-50931527,Tmem55b,0,0.00156961634634524,1.97619300049416,0.044,0.012,1
chr17-70963332-70964231,Myl12b,26555,0.00157430652241407,2.15428202966251,0.031,0.007,1
chr6-129574978-129575921,Klre1,1971,0.00157430652241407,2.11699011574229,0.031,0.007,1
chr7-84272134-84273011,Gm25790,50403,0.00157430652241407,2.04969754221275,0.031,0.007,1
chr1-90974722-90975584,Gm28199,0,0.00157963178529265,2.05930320699654,0.031,0.007,1
chrX-164398235-164399115,Piga,20677,0.00157963178529265,2.03966909399731,0.031,0.007,1
chrX-134750968-134751716,Armcx6,0,0.00158497362815158,2.08824830252349,0.031,0.007,1
chr2-57237908-57238738,A930012O16Rik,0,0.00159033209742511,2.07959918648385,0.031,0.007,1
chr8-22434273-22435152,Mrps31,22932,0.0015957072396598,1.9718301451372,0.031,0.007,1
chr10-112803207-112804132,1700010J16Rik,76318,0.00160109910151466,2.06351070409075,0.031,0.007,1
chr5-54240959-54241934,Gm15820,145917,0.00160109910151466,1.98952523891299,0.031,0.007,1
chr7-36848492-36849396,Gm24550,97018,0.00160109910151466,2.04068789291185,0.031,0.007,1
