peak,gene,distance_to_TSS,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
chr17-24849933-24850800,Fahd1,0,0.110575299790274,1.02316927982921,0.031,0.015,1
chr16-37539425-37540329,Gtf2e1,0,0.110623075606161,0.898117884484103,0.044,0.023,1
chr11-79961846-79962841,Utp6,0,0.110903390671487,1.08066462319215,0.031,0.015,1
chr1-165763348-165764215,Creg1,0,0.111067720211755,0.976285976402544,0.031,0.015,1
chr13-13954099-13954981,B3galnt2,0,0.111190309932397,0.661943782723424,0.063,0.037,1
chr11-20248975-20249921,Cep68,0,0.111232249671469,0.990653752907268,0.031,0.015,1
chr2-180170979-180171903,Adrm1,0,0.112084542454877,0.859092962058361,0.044,0.023,1
chr12-31654481-31655340,Dus4l,0,0.112804849077226,0.947173395739687,0.031,0.015,1
chr6-4086483-4087400,Bet1,0,0.112888103181241,0.847247848313933,0.044,0.023,1
chr12-102878125-102879019,Btbd7,0,0.11288810454144,0.935163321647075,0.031,0.015,1
chr5-48371973-48372872,Pacrgl,0,0.113022467335304,-2.07776927891025,0.006,0.027,1
chr7-44548445-44549481,Pold1,0,0.113198319325307,0.753135758325342,0.05,0.027,1
chr4-151044351-151045243,Per3,0,0.113388631202914,0.970102822203015,0.031,0.015,1
chr8-122281272-122282192,Zfpm1,0,0.113688322891446,-0.93765318678858,0.044,0.077,1
chr17-46202310-46203229,Polh,0,0.113890900542276,0.901500375325106,0.031,0.015,1
chr4-116463897-116464800,Mast2,0,0.114058717651897,0.885143420618617,0.031,0.015,1
chr7-92741116-92742019,Rab30,0,0.114058717651897,0.868925036688981,0.031,0.015,1
chr1-179803350-179804222,Gm10518,0,0.114304937545811,0.897547201815099,0.038,0.019,1
chr11-116086581-116087422,Wbp2,0,0.114978075768066,0.834835577140931,0.038,0.019,1
chr4-25799491-25800363,Fut9,0,0.115069688270877,0.823762351030915,0.031,0.015,1
chr4-111719578-111720446,Spata6,0,0.115579032366551,0.851609769328675,0.038,0.019,1
chr2-119208344-119209374,Zfyve19,0,0.11588043532513,0.861824218134947,0.038,0.019,1
chr6-124828976-124829688,Usp5,0,0.11597026473165,-1.54016531226217,0.019,0.045,1
chr7-24903815-24904714,Arhgef1,902,0.11640937043677,0.880233590403205,0.038,0.019,1
chr2-132781318-132782203,Chgb,39,0.116599344037814,0.789826177103788,0.031,0.015,1
chr5-96162125-96162987,Cnot6l,1183,0.116911953174146,-8.84615913544388,0,0.015,1
chr2-32875728-32876538,Fam129b,0,0.116911957771161,-8.9196838119704,0,0.015,1
chr5-148399441-148400289,Slc7a1,0,0.116911957771161,-8.8470947754081,0,0.015,1
chr7-67222091-67222988,Lysmd4,0,0.116911957771161,-8.90366030969907,0,0.015,1
chr10-59221254-59222200,Sept10,0,0.116911962368175,-8.86427827175461,0,0.015,1
chr15-38298739-38299710,Klf10,996,0.116911962368175,-9.01211363980779,0,0.015,1
chr15-58414929-58415830,D15Ertd621e,0,0.116911962368175,-8.95841643686599,0,0.015,1
chr2-23039727-23040582,Abi1,0,0.116911962368175,-8.91292512949487,0,0.015,1
chr2-38926176-38927012,Nr6a1,675,0.116911962368175,-8.92177204485607,0,0.015,1
chr2-167631637-167632518,Ube2v1,0,0.116911962368175,-8.90630855590338,0,0.015,1
chr5-31697493-31698415,Rbks,0,0.116911962368175,-8.87459216371667,0,0.015,1
chr5-34187456-34188373,Mxd4,0,0.116911962368175,-8.97302521955026,0,0.015,1
chr5-109556897-109557789,Crlf2,1203,0.116911962368175,-8.95427150092804,0,0.015,1
chr7-100227029-100227921,Pgm2l1,0,0.116911962368175,-8.9848587616264,0,0.015,1
chr9-123717232-123718149,Lztfl1,0,0.117068581511865,0.697560493060564,0.057,0.032,1
chr1-193129886-193130780,Diexf,0,0.117092229112124,0.805277476456893,0.038,0.019,1
chr4-47352695-47353569,Tgfbr1,0,0.117096439224129,0.593085842846582,0.063,0.037,1
chr16-91597363-91598233,Tmem50b,0,0.117527680075,0.732219312230345,0.044,0.023,1
chr8-45999515-46000426,Ankrd37,0,0.117935675270355,0.616134301807204,0.05,0.027,1
chr11-23306046-23306946,Usp34,0,0.117944136456654,0.703253831109471,0.044,0.023,1
chr14-72709697-72710545,Fndc3a,0,0.118100531780989,1.33069772351662,0.025,0.011,1
chr7-141413788-141414665,Pddc1,0,0.118112342160023,-2.30955734634683,0.006,0.026,1
chr18-76240998-76241859,Smad2,0,0.118817490219405,-2.24881597458289,0.006,0.026,1
chr10-117845711-117846633,Rap1b,0,0.11895891452824,-2.22578640722965,0.006,0.026,1
chr2-76672674-76673499,Fkbp7,0,0.119690802055811,1.26075361318632,0.025,0.011,1
chr14-29967909-29968807,Selk,0,0.119700311891972,0.810846912513631,0.038,0.019,1
chr1-95667300-95668239,St8sia4,0,0.119890759718792,1.24694857815916,0.025,0.011,1
chr11-68431637-68432539,Pik3r5,0,0.119890759718792,1.29498762281879,0.025,0.011,1
chr7-19309909-19310814,Fosb,0,0.120090973632632,1.19780174659462,0.025,0.011,1
chr2-35336615-35337467,Stom,0,0.120291459838472,1.2622894304849,0.025,0.011,1
chr3-58163526-58164436,1700007F19Rik,0,0.12089447500753,1.16462871896908,0.025,0.011,1
chr8-57511284-57512193,Hmgb2,0,0.12090257993245,0.63983150078732,0.057,0.032,1
chr12-65172266-65173151,Mis18bp1,0,0.121158457393446,0.759883086454356,0.05,0.028,1
chr16-17646080-17646939,Ccdc74a,0,0.121499852966538,1.19934645075427,0.025,0.011,1
chr14-122982890-122983721,Tmtc4,313,0.121628044403049,0.573372592073973,0.063,0.037,1
chr8-105347570-105348443,Fhod1,0,0.121702171616639,1.15538203309602,0.025,0.011,1
chr10-75772878-75773860,Ddt,0,0.121904748281486,1.14831456859483,0.025,0.011,1
chr6-88898192-88899176,Mcm2,0,0.122107599110123,1.12070301132277,0.025,0.011,1
chr2-39007692-39008594,Arpc5l,0,0.122310708352326,1.15516624077368,0.025,0.011,1
chr6-38551807-38552294,Luc7l2,472,0.122310708352326,1.14967938146088,0.025,0.011,1
chr12-112808424-112809329,BC022687,0,0.122514076195275,1.14508499773629,0.025,0.011,1
chr2-137117098-137117722,Jag1,453,0.122514076195275,1.06792703055436,0.025,0.011,1
chr2-166995995-166996856,Stau1,0,0.122514081523859,1.09683192735542,0.025,0.011,1
chr17-23726055-23726768,Pkmyt1,0,0.122717718823847,1.08829510215345,0.025,0.011,1
chr2-117249344-117250232,Fam98b,0,0.122717718823847,1.12372267634246,0.025,0.011,1
chr11-23007586-23008042,Fam161a,54,0.122921620451301,1.05414056336028,0.025,0.011,1
chr12-99883040-99883863,Efcab11,0,0.122921620451301,1.07207119673404,0.025,0.011,1
chr13-6547667-6548563,Pitrm1,0,0.123043463305044,-1.23976776963125,0.025,0.053,1
chr14-118132324-118133204,Tgds,0,0.123330217484069,1.09492431051501,0.025,0.011,1
chr3-90247600-90248501,Slc39a1,0,0.123330217484069,1.07146573851321,0.025,0.011,1
chr7-24972286-24973054,Rabac1,0,0.123739874211927,1.0836254841741,0.025,0.011,1
chr5-77407398-77408316,Igfbp7,0,0.123930835171404,1.63629069512553,0.019,0.007,1
chr13-93771721-93772439,Arsb,41,0.123945100457805,0.979406096262085,0.025,0.011,1
chr15-100494863-100495696,Csrnp2,0,0.124356349705006,1.02586038469899,0.025,0.011,1
chr7-126503195-126504048,Atxn2l,0,0.124356349705006,1.02888783387898,0.025,0.011,1
chr7-44304827-44305717,Clec11a,1241,0.124456057888733,-1.22807348250211,0.019,0.045,1
chr2-118813703-118814604,Knstrn,0,0.124459322785376,1.02692432042945,0.025,0.011,1
chr18-4919959-4920842,Svil,0,0.124562373102592,0.987214469833585,0.025,0.011,1
chr11-53430575-53431464,Gdf9,0,0.124600897335992,-8.89894565495345,0,0.015,1
chr12-30372924-30373843,Sntg2,0,0.124600897335992,-8.93526297757141,0,0.015,1
chr9-107612313-107613191,Gm29510,1307,0.124600897335992,-8.85014325879066,0,0.015,1
chr10-27616355-27617258,RP24-475O6.1,1026,0.124600902263421,-8.80227080916551,0,0.015,1
chr12-102439377-102440286,Lgmn,0,0.124600902263421,-8.86288008323477,0,0.015,1
chr12-111165914-111166776,Traf3,0,0.124600902263421,-8.79893327508738,0,0.015,1
chr13-105054036-105054959,Rgs7bp,0,0.124600902263421,-8.90842212329532,0,0.015,1
chr14-103099265-103099898,Fbxl3,0,0.124600902263421,-8.84720722726987,0,0.015,1
chr17-34836362-34837289,Stk19,0,0.124600902263421,-8.92965172412209,0,0.015,1
chr18-64516095-64517028,Nars,0,0.124600902263421,-8.8816317100369,0,0.015,1
chr19-10894743-10895634,Prpf19,0,0.124600902263421,-8.9382012492706,0,0.015,1
chr2-32586587-32587502,St6galnac4,0,0.124600902263421,-8.84971960420385,0,0.015,1
chr2-52424503-52425407,A430018G15Rik,0,0.124600902263421,-8.88403373682875,0,0.015,1
chr2-104711798-104712664,Tcp11l1,0,0.124600902263421,-8.9196805133314,0,0.015,1
chr2-121354818-121355759,Ppip5k1,0,0.124600902263421,-8.88998459390252,0,0.015,1
chr2-136713881-136714782,Snap25,427,0.124600902263421,-8.88538629630234,0,0.015,1
chr3-134240023-134240755,Gm26691,0,0.124600902263421,-8.8965246550256,0,0.015,1
chr3-141465077-141465748,Gm15688,0,0.124600902263421,-8.96195808958064,0,0.015,1
chr4-59805312-59806215,Snx30,0,0.124600902263421,-8.90736306712471,0,0.015,1
chr4-152177626-152178501,Acot7,0,0.124600902263421,-8.79708251748111,0,0.015,1
chr6-112273308-112274154,Lmcd1,0,0.124600902263421,-8.89472458592301,0,0.015,1
chr7-7299267-7300048,Clcn4-2,0,0.124600902263421,-8.77912776540625,0,0.015,1
chr7-38227647-38228477,Plekhf1,0,0.124600902263421,-8.87268129101121,0,0.015,1
chr7-39544115-39544968,RP23-402K24.1,1577,0.124600902263421,-8.85113424823027,0,0.015,1
chr7-121034057-121034939,Mettl9,0,0.124600902263421,-8.79350404475998,0,0.015,1
chr2-152398488-152399274,Sox12,424,0.124665479210882,0.977611602741068,0.025,0.011,1
chr3-40846331-40847230,Mfsd8,0,0.125045711618192,0.855526961898852,0.044,0.024,1
chr4-126468325-126469203,Ago1,0,0.125076834341141,-2.39669751489855,0.006,0.026,1
chr3-33799508-33800427,Ttc14,0,0.125076839909876,-2.29366916105834,0.006,0.026,1
chr4-152296777-152297660,Icmt,0,0.125076839909876,-2.39284261092962,0.006,0.026,1
chr14-65592701-65593644,Elp3,0,0.125182040766347,0.987943556217456,0.025,0.011,1
chr2-30237233-30238135,Lrrc8a,0,0.125182040766347,1.00588633515514,0.025,0.011,1
chr2-37702995-37703852,Strbp,6,0.125182040766347,0.994947872369263,0.025,0.011,1
chr7-105810699-105811602,Mrpl17,0,0.125225710125006,-2.32807666944311,0.006,0.026,1
chr12-12261798-12262618,Fam49a,0,0.125389129803631,0.933811214595793,0.025,0.011,1
chr8-119343969-119344859,Hsbp1,0,0.125389129803631,1.02857291898774,0.025,0.011,1
chr11-80428192-80429126,Psmd11,0,0.125426987029037,1.4024425007948,0.019,0.007,1
chr2-63183739-63184617,Kcnh7,0,0.125426994896671,1.50046548799505,0.019,0.007,1
chr3-35323559-35324361,Gm25442,1252,0.125426994896671,1.55902557526757,0.019,0.007,1
chr8-94838047-94838946,Coq9,0,0.125426994896671,1.47533159590221,0.019,0.007,1
chr13-37993656-37994667,Ssr1,0,0.125513251204981,0.743329175907794,0.057,0.033,1
chr4-20041674-20042524,Ggh,0,0.125840022319637,0.730584743431825,0.05,0.028,1
chr5-71700700-71701609,Gabrb1,767,0.125928830959378,1.40358101266444,0.019,0.007,1
chr7-31077478-31078414,Fxyd3,773,0.125928830959378,1.43503971984813,0.019,0.007,1
chr7-45714871-45715760,Rpl18,0,0.125928830959378,1.41712435538216,0.019,0.007,1
chr6-81923384-81924301,Gcfc2,0,0.125947096154834,1.13842711617919,0.031,0.015,1
chr3-145118200-145119103,Odf2l,0,0.126118658682417,0.60017550758929,0.069,0.042,1
chr8-13757265-13758087,Cdc16,0,0.126180326949697,1.45487971213705,0.019,0.007,1
chr11-80080580-80081420,Crlf3,0,0.126180334838401,1.43265821876586,0.019,0.007,1
chr18-36280653-36281578,Pura,0,0.126220156964532,0.877166558913999,0.025,0.011,1
chrX-95657974-95658875,Zc4h2,0,0.126220156964532,0.995640956203905,0.025,0.011,1
chr18-24428867-24429692,Mir187,0,0.126432229746474,1.35760338272565,0.019,0.007,1
chr6-72379972-72380816,Vamp5,0,0.126432229746474,1.39181282605897,0.019,0.007,1
chr19-12501502-12502384,Dtx4,0,0.12648338843945,1.13399099267153,0.031,0.015,1
chr1-24099989-24100857,RP23-255J24.2,0,0.126491843897237,0.815534430539566,0.044,0.024,1
chr9-92541856-92542656,Plod2,0,0.126532890297741,0.858445877250625,0.025,0.011,1
chr1-40085442-40086334,Gm16894,0,0.126684516031213,1.39067976875167,0.019,0.007,1
chr11-52396291-52397080,9530068E07Rik,0,0.126684516031213,1.40412797416376,0.019,0.007,1
chr6-82774005-82774924,Hk2,0,0.126841899290164,1.10671617641618,0.031,0.015,1
chr8-31111371-31112217,Rnf122,0,0.126872479438358,-2.04721543340402,0.006,0.026,1
chr11-69933870-69934672,Ybx2,1123,0.126937194039968,1.36752933061091,0.019,0.007,1
chr17-74717326-74718196,Ttc27,0,0.127035770717232,1.00909000003838,0.038,0.02,1
chr11-4594365-4595259,Mtmr3,0,0.127190264119821,1.36702663340528,0.019,0.007,1
chr15-97705321-97706206,Rpap3,0,0.127190264119821,1.3437672078232,0.019,0.007,1
chr16-93682666-93683512,Cbr3,0,0.127190264119821,1.31876450814999,0.019,0.007,1
chr16-3908476-3909362,1700037C18Rik,0,0.127365749220811,0.842599565752347,0.044,0.024,1
chr19-3388638-3389436,Mtl5,0,0.127365751849135,0.740562716315875,0.044,0.024,1
chr10-66921034-66921934,Gm26576,131,0.127443726617579,1.31027955852913,0.019,0.007,1
chr2-62807118-62807964,Gm13569,1222,0.127443726617579,1.43368704234796,0.019,0.007,1
chr12-70937400-70938280,Actr10,0,0.127516472618249,0.959004035649839,0.038,0.02,1
chr1-42491278-42492165,RP23-480H8.1,0,0.127697581879779,1.31197920440806,0.019,0.007,1
chr7-114635429-114636335,Calca,21,0.127697581879779,1.30332217378993,0.019,0.007,1
chr9-87143938-87144905,Mrap2,0,0.127697581879779,1.32454398749405,0.019,0.007,1
chr4-86053418-86054305,Adamtsl1,0,0.127922194634662,1.07298199373096,0.031,0.015,1
chr7-56049682-56050559,Herc2,0,0.127929164342569,-1.92044560044018,0.006,0.026,1
chr16-63863801-63864632,Epha3,0,0.127951830252683,1.28567556953178,0.019,0.007,1
chr18-37171976-37172902,RP23-72C14.15,0,0.127951830252683,1.28520727416569,0.019,0.007,1
chr6-41556170-41557076,Trbv31,1375,0.127951830252683,1.26633635274001,0.019,0.007,1
chr9-73970554-73971472,Unc13c,1587,0.127951830252683,1.23554761088575,0.019,0.007,1
chrX-77795592-77796525,Prkx,0,0.127951830252683,1.14295628006414,0.019,0.007,1
chr19-18631419-18632287,Ostf1,0,0.12819910675824,0.686265962679257,0.05,0.028,1
chr17-26069150-26070046,Rab11fip3,0,0.128206472082277,1.21336238234023,0.019,0.007,1
chr18-36678969-36679869,Slc35a4,0,0.128206472082277,1.19459562623963,0.019,0.007,1
chr4-46388834-46389735,5830415F09Rik,0,0.128206472082277,1.29698340853838,0.019,0.007,1
chr13-56135261-56136107,H2afy,253,0.128461507714271,1.21259541767408,0.019,0.007,1
chr1-54925948-54926821,Ankrd44,0,0.128482113757418,0.960714829232242,0.038,0.02,1
chr14-99045797-99046695,Mzt1,0,0.128642351633726,0.720535751270827,0.057,0.033,1
chr1-167393666-167394594,Mgst3,0,0.128646354498054,0.980215171603064,0.031,0.015,1
chr2-29253293-29254152,6530402F18Rik,286,0.128716937494093,1.23430725421757,0.019,0.007,1
chr6-99666299-99667186,Eif4e3,0,0.128716937494093,1.08011224681651,0.019,0.007,1
chr11-78300963-78301970,Spag5,0,0.128972761766895,1.21679754958,0.019,0.007,1
chr12-33109314-33110213,Gm16267,1748,0.128972761766895,1.25622131558204,0.019,0.007,1
chr6-97616974-97617861,Frmd4b,0,0.128972761766895,1.26991337301146,0.019,0.007,1
chr9-107635041-107635936,Gnai2,0,0.128972761766895,1.22465193356763,0.019,0.007,1
chr4-101646946-101647877,Leprot,0,0.129053319695965,-0.756721044436464,0.044,0.078,1
chr17-7169488-7170398,Rps6ka2,0,0.129127652410981,0.830063885070583,0.044,0.024,1
chr8-107030798-107031681,Gm16208,0,0.129127652410981,0.806399122509409,0.044,0.024,1
chr10-122678713-122679537,Ppm1h,0,0.129228980877545,1.20364936330357,0.019,0.007,1
chr10-127211253-127212178,Pip4k2c,0,0.129228980877545,1.11468198380619,0.019,0.007,1
chr3-34080819-34081805,DNAJC19,0,0.129228980877545,1.18439361014276,0.019,0.007,1
chr3-95754411-95755320,Tars2,0,0.129228980877545,1.2611765300101,0.019,0.007,1
chr8-79680338-79681191,Tpd52-ps,0,0.129228980877545,1.17157588228435,0.019,0.007,1
chr2-30473858-30474683,Ier5l,0,0.129485595170627,1.11403970173385,0.019,0.007,1
chr7-107757642-107758558,Cyb5r2,0,0.129485595170627,1.10429633392431,0.019,0.007,1
chr9-89704575-89705425,Tmed3,0,0.129669245962372,0.678953652006721,0.063,0.038,1
chr8-77548995-77549892,Prmt10,0,0.129719141330326,0.73527031497899,0.044,0.024,1
chr12-108792451-108793333,Yy1,0,0.129738562521283,0.972297923623439,0.031,0.015,1
chr14-55759946-55760816,Ltb4r2,611,0.129742597004061,1.09056119092236,0.019,0.007,1
chr18-23751303-23752004,Gm15972,300,0.129742604990442,1.13302922063903,0.019,0.007,1
chr4-40757398-40758304,Smu1,0,0.129742604990442,1.18428309893705,0.019,0.007,1
chr13-65112473-65113344,Hiatl1,0,0.129793217162128,0.784402806632588,0.044,0.024,1
chr11-121701963-121702844,Metrnl,418,0.129921295068587,0.988625932410796,0.031,0.015,1
chr11-70409641-70410581,Pelp1,0,0.130000010681005,1.2333285079264,0.019,0.007,1
chr17-56276415-56277307,Ticam1,0,0.130000010681005,1.15099178785546,0.019,0.007,1
chr5-134932061-134932852,Wbscr27,0,0.130000010681005,1.2028129261878,0.019,0.007,1
chrX-129749356-129750192,Diap2,0,0.13025781258604,0.980871515173581,0.019,0.007,1
chr13-69534282-69535203,Papd7,442,0.130430433514469,0.886640693155968,0.038,0.02,1
chr7-4684629-4685540,Hspbp1,0,0.130516011048986,1.03250978581514,0.019,0.007,1
chr13-80962659-80963502,9330111N05Rik,0,0.130562424524695,0.991234157986693,0.031,0.015,1
chr18-50127865-50128758,Hsd17b4,0,0.130593826142948,0.866890732091106,0.038,0.02,1
chr6-118138763-118139687,Csgalnact2,0,0.130908427541499,0.739464730086076,0.044,0.024,1
chr10-121586377-121587263,Tbk1,0,0.130929893359768,0.975757411899813,0.031,0.015,1
chr1-39367314-39368200,Rpl31,0,0.131206021993797,0.959413892997423,0.031,0.015,1
chr8-4275553-4276733,Timm44,0,0.131292989215283,1.02805580520327,0.019,0.007,1
chr3-41082841-41083735,Pgrmc2,0,0.131346948583099,0.630540441323236,0.063,0.038,1
chr4-116807162-116808086,Toe1,0,0.131413156127903,0.907121449087848,0.038,0.02,1
chrX-134686065-134686953,Armcx4,0,0.131552777338401,1.06228122332535,0.019,0.007,1
chr6-33248638-33249518,Exoc4,0,0.131574890221345,0.964192920933428,0.031,0.015,1
chr9-56041460-56042331,Rcn2,0,0.131944557697169,0.952862323620153,0.031,0.015,1
chr3-32736476-32737355,Ndufb5,0,0.132315037568966,0.96578376526904,0.031,0.015,1
chr1-93803602-93804421,Ing5,0,0.132406906765955,0.670741198729662,0.044,0.024,1
chrX-49287825-49288720,Enox2,0,0.132471723725422,-2.49638182044341,0.006,0.025,1
chr1-170214895-170215723,Uhmk1,0,0.132593414698978,0.962542615901068,0.031,0.015,1
chr10-58446374-58447314,Ranbp2,0,0.132846046347398,-8.77183785482719,0,0.014,1
chr10-67912126-67912993,Zfp365,0,0.132846046347398,-8.81784475825958,0,0.014,1
chr12-11149172-11150055,Kcns3,786,0.132846046347398,-8.85710390915075,0,0.014,1
chr2-18671886-18672778,Commd3,0,0.132846046347398,-8.83712467643454,0,0.014,1
chr2-121288988-121290005,Map1a,0,0.132846046347398,-8.8995163019982,0,0.014,1
chr5-24423200-24424104,Cdk5,0,0.132846046347398,-8.82145967604149,0,0.014,1
chr8-71381579-71382441,Nr2f6,0,0.132846046347398,-8.73012843482554,0,0.014,1
chr8-121850813-121851639,Gm26812,618,0.132846046347398,-8.75172902671247,0,0.014,1
chr1-181841982-181842834,Lbr,211,0.132846051633285,-8.78370084050537,0,0.014,1
chr10-112271400-112272412,Kcnc2,276,0.132846051633285,-8.77625490148072,0,0.014,1
chr11-59163022-59163957,Iba57,0,0.132846051633285,-8.76329168169904,0,0.014,1
chr11-73047293-73048225,1200014J11Rik,0,0.132846051633285,-8.71233307678627,0,0.014,1
chr15-74708880-74709767,4933427E11Rik,0,0.132846051633285,-8.71169890981243,0,0.014,1
chr15-79030448-79031326,Gcat,0,0.132846051633285,-8.81814652234881,0,0.014,1
chr17-32536157-32537007,Cyp4f16,0,0.132846051633285,-8.82205475576683,0,0.014,1
chr17-35861012-35861899,Nrm,0,0.132846051633285,-8.80083055570556,0,0.014,1
chr19-7341339-7342176,Mark2,0,0.132846051633285,-8.77882074159619,0,0.014,1
chr19-7493973-7494851,Atl3,0,0.132846051633285,-8.84851012372533,0,0.014,1
chr19-60811198-60812080,Fam45a,0,0.132846051633285,-8.83541758521803,0,0.014,1
chr2-120027124-120028011,Gm28042,0,0.132846051633285,-8.79626529192399,0,0.014,1
chr3-29082386-29083172,Egfem1,362,0.132846051633285,-8.79773143367371,0,0.014,1
chr3-88552596-88553236,Lamtor2,0,0.132846051633285,-8.76575791768739,0,0.014,1
chr3-105052653-105053533,Cttnbp2nl,0,0.132846051633285,-8.90539843662788,0,0.014,1
chr5-122707323-122708261,P2rx4,0,0.132846051633285,-8.75323554450673,0,0.014,1
chr5-135994511-135995363,Dtx2,0,0.132846051633285,-8.74433685073382,0,0.014,1
chr7-107594631-107595494,Ppfibp2,0,0.132846051633285,-8.78917883419564,0,0.014,1
chr9-50767899-50768809,Fdxacb1,0,0.132846051633285,-8.812049515649,0,0.014,1
chr9-103761449-103762368,Tmem108,0,0.132872261459929,0.882335424671307,0.031,0.015,1
chr6-43665744-43666627,Tpk1,0,0.132955525478748,0.516683397190843,0.082,0.052,1
chr1-44102042-44102940,Tex30,0,0.133063761690571,0.815408483520773,0.038,0.02,1
chr6-29767873-29768781,Ahcyl2,0,0.133244744107939,0.905822766184478,0.031,0.015,1
chr3-40744859-40745737,Hspa4l,363,0.133312350829408,0.712519587296231,0.044,0.024,1
chr4-132767767-132768663,Rpa2,0,0.133431296402617,0.879610145421698,0.031,0.015,1
chr4-43045448-43046414,Gm26881,0,0.133431300478738,0.916709923309371,0.031,0.015,1
chr9-70542264-70543174,Sltm,0,0.133431300478738,0.849601173741332,0.031,0.015,1
chr14-45219113-45220024,Gpr137c,0,0.133432481459455,-1.48220849965014,0.013,0.035,1
chr9-36767329-36768244,Stt3a,0,0.133432485672678,-1.45992133798779,0.013,0.035,1
chr2-85036858-85037696,Ssrp1,0,0.133618050748276,0.875956185175884,0.031,0.015,1
chr15-36282712-36283568,Rnf19a,0,0.134211868216473,-2.14017830694867,0.006,0.025,1
chr11-17953401-17954248,Etaa1os,0,0.134228704842509,0.853735414581013,0.038,0.02,1
chr9-63602119-63603018,Iqch,0,0.134228708083228,0.836914010817555,0.038,0.02,1
chr1-38987210-38988109,Pdcl3,1601,0.134679486995766,0.651432124661816,0.044,0.024,1
chr5-96997134-96998051,Bmp2k,0,0.134930966030406,0.870641610886037,0.031,0.015,1
chr1-13660187-13660863,Lactb2,0,0.13568567346324,0.732477732413711,0.031,0.015,1
chr19-42128671-42129571,Avpi1,0,0.135874857744528,0.778594491576026,0.031,0.015,1
chr8-40307470-40308341,Mir7666,0,0.135977975296455,-1.80980577639944,0.013,0.034,1
chr10-69352532-69353346,Cdk1,0,0.136774471486097,-1.89407264336618,0.006,0.025,1
chr3-146404241-146405108,Ssx2ip,0,0.136921039590949,0.750940257238472,0.038,0.02,1
chr6-34910483-34911339,Wdr91,0,0.138226453908073,0.600580876774081,0.063,0.038,1
chr8-60889869-60890784,2700029M09Rik,0,0.140807854813962,0.812958505877303,0.044,0.024,1
chr18-12236147-12236866,Npc1,0,0.141160348906146,-2.52406884598013,0.006,0.024,1
chr6-57535237-57536122,Ppm1k,0,0.141327685749791,-2.19519049769704,0.006,0.024,1
chr2-86464443-86465322,Olfr1069-ps1,0,0.141662816724272,-2.2752063227998,0.006,0.024,1
chr1-162313354-162314263,Gm16101,1828,0.141695182250363,-8.70786662436737,0,0.013,1
chr11-114795735-114796557,Btbd17,0,0.141695182250363,-8.79681453356334,0,0.013,1
chr1-42950881-42951924,Gpr45,947,0.141695187925831,-8.72362903922395,0,0.013,1
chr1-79761292-79762147,RP23-295C23.2,569,0.141695187925831,-8.62639929843251,0,0.013,1
chr12-77238403-77239231,Fut8,298,0.141695187925831,-8.65779842981285,0,0.013,1
chr12-112950062-112950972,Gm26583,0,0.141695187925831,-8.75389614022527,0,0.013,1
chr13-55104889-55105768,Zfp346,0,0.141695187925831,-8.82302652577454,0,0.013,1
chr16-34690081-34691084,Ccdc14,0,0.141695187925831,-8.7566919368639,0,0.013,1
chr17-79020279-79021125,Prkd3,0,0.141695187925831,-8.77402786194108,0,0.013,1
chr18-56707157-56708057,Lmnb1,0,0.141695187925831,-8.81135186018756,0,0.013,1
chr19-29047618-29048487,Ak3,0,0.141695187925831,-8.64619464237362,0,0.013,1
chr19-30029936-30030864,Uhrf2,0,0.141695187925831,-8.71119024129513,0,0.013,1
chr2-37422534-37423387,Rc3h2,0,0.141695187925831,-8.74743790153491,0,0.013,1
chr2-155691838-155692739,Trpc4ap,0,0.141695187925831,-8.67447891898661,0,0.013,1
chr3-88553351-88554012,Ubqln4,0,0.141695187925831,-8.80018899717449,0,0.013,1
chr4-116557000-116557857,Gpbp1l1,0,0.141695187925831,-8.72673178595073,0,0.013,1
chr4-119415063-119415954,Ccdc30,0,0.141695187925831,-8.74927154032026,0,0.013,1
chr5-30887858-30888639,Agbl5,54,0.141695187925831,-8.6849999157237,0,0.013,1
chr5-106574289-106575203,Gm28050,0,0.141695187925831,-8.72263916563665,0,0.013,1
chr6-13607403-13608319,Tmem168,0,0.141695187925831,-8.75899443739563,0,0.013,1
chr7-13037749-13038632,Ube2m,0,0.141695187925831,-8.57103055847144,0,0.013,1
chr7-28013694-28014617,Zfp850,0,0.141695187925831,-8.79674900465086,0,0.013,1
chr7-45128510-45129434,Snord32a,1045,0.141695187925831,-8.77971988839885,0,0.013,1
chr7-81934001-81934826,Hdgfrp3,0,0.141695187925831,-8.77540774062308,0,0.013,1
chr8-75212650-75213533,Rasd2,410,0.141695187925831,-8.72782511837798,0,0.013,1
chr9-59352947-59353816,Bbs4,0,0.141695187925831,-8.80092750643964,0,0.013,1
chr5-142463445-142464317,Ap5z1,0,0.141830611004233,-2.12235999239728,0.006,0.024,1
chr10-100487014-100487909,Tmtc3,0,0.142112452945943,0.434903794607668,0.082,0.052,1
chr7-135537301-135538245,Ptpre,0,0.1435535210972,1.28540983575857,0.025,0.012,1
chr3-69721610-69722457,Nmd3,0,0.143856068587575,-1.97984157591297,0.006,0.024,1
chr17-44776718-44777598,Supt3,0,0.146034773958578,0.727107916616852,0.044,0.024,1
chr1-189921880-189922723,Smyd2,0,0.146045832055606,1.11458115563519,0.025,0.012,1
chr3-90213307-90214197,Rps27,0,0.146045832055606,1.1907727133045,0.025,0.012,1
